#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
  1911   0.229461E+03  -0.896431E+01   0.476282E-05  -0.896431E+01   0.123050E+02  -0.229942E-06   0.476282E-05  -0.229942E-06   0.139028E-08
  1912   0.228871E+03  -0.918867E+01   0.476787E-05  -0.918867E+01   0.123231E+02  -0.229928E-06   0.476787E-05  -0.229928E-06   0.138824E-08
  1913   0.228297E+03  -0.941386E+01   0.476952E-05  -0.941386E+01   0.123398E+02  -0.229783E-06   0.476952E-05  -0.229783E-06   0.138622E-08
  1914   0.227741E+03  -0.963966E+01   0.476777E-05  -0.963966E+01   0.123551E+02  -0.229506E-06   0.476777E-05  -0.229506E-06   0.138419E-08
  1915   0.227202E+03  -0.986606E+01   0.476261E-05  -0.986606E+01   0.123690E+02  -0.229096E-06   0.476261E-05  -0.229096E-06   0.138217E-08
  1916   0.226680E+03  -0.100929E+02   0.475406E-05  -0.100929E+02   0.123814E+02  -0.228553E-06   0.475406E-05  -0.228553E-06   0.138015E-08
  1917   0.226176E+03  -0.103200E+02   0.474211E-05  -0.103200E+02   0.123925E+02  -0.227878E-06   0.474211E-05  -0.227878E-06   0.137814E-08
  1918   0.225688E+03  -0.105475E+02   0.472676E-05  -0.105475E+02   0.124020E+02  -0.227070E-06   0.472676E-05  -0.227070E-06   0.137613E-08
  1919   0.225218E+03  -0.107750E+02   0.470802E-05  -0.107750E+02   0.124103E+02  -0.226129E-06   0.470802E-05  -0.226129E-06   0.137412E-08
  1920   0.224764E+03  -0.110025E+02   0.468589E-05  -0.110025E+02   0.124170E+02  -0.225055E-06   0.468589E-05  -0.225055E-06   0.137212E-08
  1921   0.224327E+03  -0.112300E+02   0.466037E-05  -0.112300E+02   0.124224E+02  -0.223847E-06   0.466037E-05  -0.223847E-06   0.137011E-08
  1922   0.223907E+03  -0.114573E+02   0.463147E-05  -0.114573E+02   0.124262E+02  -0.222505E-06   0.463147E-05  -0.222505E-06   0.136812E-08
  1923   0.223504E+03  -0.116843E+02   0.459918E-05  -0.116843E+02   0.124287E+02  -0.221030E-06   0.459918E-05  -0.221030E-06   0.136612E-08
  1924   0.223118E+03  -0.119108E+02   0.456351E-05  -0.119108E+02   0.124299E+02  -0.219421E-06   0.456351E-05  -0.219421E-06   0.136413E-08
  1925   0.222748E+03  -0.121369E+02   0.452445E-05  -0.121369E+02   0.124295E+02  -0.217678E-06   0.452445E-05  -0.217678E-06   0.136214E-08
  1926   0.222394E+03  -0.123624E+02   0.448202E-05  -0.123624E+02   0.124277E+02  -0.215800E-06   0.448202E-05  -0.215800E-06   0.136016E-08
  1927   0.222057E+03  -0.125872E+02   0.443622E-05  -0.125872E+02   0.124245E+02  -0.213788E-06   0.443622E-05  -0.213788E-06   0.135817E-08
  1928   0.221736E+03  -0.128112E+02   0.438704E-05  -0.128112E+02   0.124199E+02  -0.211642E-06   0.438704E-05  -0.211642E-06   0.135620E-08
  1929   0.221432E+03  -0.130343E+02   0.433448E-05  -0.130343E+02   0.124138E+02  -0.209360E-06   0.433448E-05  -0.209360E-06   0.135422E-08
  1930   0.221143E+03  -0.132563E+02   0.427856E-05  -0.132563E+02   0.124063E+02  -0.206944E-06   0.427856E-05  -0.206944E-06   0.135225E-08
  1931   0.220871E+03  -0.134773E+02   0.421927E-05  -0.134773E+02   0.123974E+02  -0.204392E-06   0.421927E-05  -0.204392E-06   0.135028E-08
  1932   0.220613E+03  -0.136971E+02   0.415662E-05  -0.136971E+02   0.123871E+02  -0.201705E-06   0.415662E-05  -0.201705E-06   0.134831E-08
  1933   0.220372E+03  -0.139156E+02   0.409060E-05  -0.139156E+02   0.123754E+02  -0.198883E-06   0.409060E-05  -0.198883E-06   0.134634E-08
  1934   0.220146E+03  -0.141327E+02   0.402122E-05  -0.141327E+02   0.123622E+02  -0.195925E-06   0.402122E-05  -0.195925E-06   0.134438E-08
  1935   0.219936E+03  -0.143484E+02   0.394848E-05  -0.143484E+02   0.123477E+02  -0.192831E-06   0.394848E-05  -0.192831E-06   0.134242E-08
  1936   0.219740E+03  -0.145625E+02   0.387238E-05  -0.145625E+02   0.123317E+02  -0.189601E-06   0.387238E-05  -0.189601E-06   0.134047E-08
  1937   0.219560E+03  -0.147748E+02   0.379293E-05  -0.147748E+02   0.123144E+02  -0.186234E-06   0.379293E-05  -0.186234E-06   0.133851E-08
  1938   0.219395E+03  -0.149854E+02   0.371013E-05  -0.149854E+02   0.122956E+02  -0.182732E-06   0.371013E-05  -0.182732E-06   0.133656E-08
  1939   0.219244E+03  -0.151942E+02   0.362397E-05  -0.151942E+02   0.122756E+02  -0.179092E-06   0.362397E-05  -0.179092E-06   0.133462E-08
  1940   0.219107E+03  -0.154011E+02   0.353447E-05  -0.154011E+02   0.122541E+02  -0.175316E-06   0.353447E-05  -0.175316E-06   0.133267E-08
  1941   0.218985E+03  -0.156059E+02   0.344161E-05  -0.156059E+02   0.122313E+02  -0.171404E-06   0.344161E-05  -0.171404E-06   0.133073E-08
  1942   0.218877E+03  -0.158086E+02   0.334542E-05  -0.158086E+02   0.122072E+02  -0.167354E-06   0.334542E-05  -0.167354E-06   0.132879E-08
  1943   0.218784E+03  -0.160091E+02   0.324588E-05  -0.160091E+02   0.121817E+02  -0.163166E-06   0.324588E-05  -0.163166E-06   0.132685E-08
  1944   0.218703E+03  -0.162074E+02   0.314300E-05  -0.162074E+02   0.121549E+02  -0.158841E-06   0.314300E-05  -0.158841E-06   0.132491E-08
  1945   0.218636E+03  -0.164032E+02   0.303678E-05  -0.164032E+02   0.121267E+02  -0.154379E-06   0.303678E-05  -0.154379E-06   0.132298E-08
  1946   0.218583E+03  -0.165966E+02   0.292723E-05  -0.165966E+02   0.120972E+02  -0.149779E-06   0.292723E-05  -0.149779E-06   0.132105E-08
  1947   0.218543E+03  -0.167875E+02   0.281434E-05  -0.167875E+02   0.120665E+02  -0.145041E-06   0.281434E-05  -0.145041E-06   0.131912E-08
  1948   0.218516E+03  -0.169757E+02   0.269812E-05  -0.169757E+02   0.120344E+02  -0.140165E-06   0.269812E-05  -0.140165E-06   0.131720E-08
  1949   0.218501E+03  -0.171612E+02   0.257857E-05  -0.171612E+02   0.120010E+02  -0.135150E-06   0.257857E-05  -0.135150E-06   0.131527E-08
  1950   0.218498E+03  -0.173439E+02   0.245569E-05  -0.173439E+02   0.119664E+02  -0.129997E-06   0.245569E-05  -0.129997E-06   0.131335E-08
  1951   0.218508E+03  -0.175238E+02   0.232953E-05  -0.175238E+02   0.119304E+02  -0.124707E-06   0.232953E-05  -0.124707E-06   0.131143E-08
  1952   0.218530E+03  -0.177007E+02   0.220025E-05  -0.177007E+02   0.118932E+02  -0.119288E-06   0.220025E-05  -0.119288E-06   0.130951E-08
  1953   0.218564E+03  -0.178746E+02   0.206809E-05  -0.178746E+02   0.118548E+02  -0.113752E-06   0.206809E-05  -0.113752E-06   0.130760E-08
  1954   0.218609E+03  -0.180455E+02   0.193325E-05  -0.180455E+02   0.118152E+02  -0.108108E-06   0.193325E-05  -0.108108E-06   0.130569E-08
  1955   0.218665E+03  -0.182132E+02   0.179596E-05  -0.182132E+02   0.117744E+02  -0.102367E-06   0.179596E-05  -0.102367E-06   0.130378E-08
  1956   0.218732E+03  -0.183779E+02   0.165643E-05  -0.183779E+02   0.117323E+02  -0.965388E-07   0.165643E-05  -0.965388E-07   0.130187E-08
  1957   0.218810E+03  -0.185393E+02   0.151489E-05  -0.185393E+02   0.116892E+02  -0.906341E-07   0.151489E-05  -0.906341E-07   0.129997E-08
  1958   0.218899E+03  -0.186973E+02   0.137155E-05  -0.186973E+02   0.116449E+02  -0.846632E-07   0.137155E-05  -0.846632E-07   0.129806E-08
  1959   0.218997E+03  -0.188521E+02   0.122662E-05  -0.188521E+02   0.115995E+02  -0.786364E-07   0.122662E-05  -0.786364E-07   0.129616E-08
  1960   0.219106E+03  -0.190035E+02   0.108033E-05  -0.190035E+02   0.115529E+02  -0.725640E-07   0.108033E-05  -0.725640E-07   0.129426E-08
  1961   0.219224E+03  -0.191514E+02   0.932894E-06  -0.191514E+02   0.115053E+02  -0.664565E-07   0.932894E-06  -0.664565E-07   0.129237E-08
  1962   0.219351E+03  -0.192958E+02   0.784531E-06  -0.192958E+02   0.114567E+02  -0.603242E-07   0.784531E-06  -0.603242E-07   0.129048E-08
  1963   0.219488E+03  -0.194366E+02   0.635458E-06  -0.194366E+02   0.114069E+02  -0.541774E-07   0.635458E-06  -0.541774E-07   0.128858E-08
  1964   0.219634E+03  -0.195738E+02   0.485892E-06  -0.195738E+02   0.113561E+02  -0.480265E-07   0.485892E-06  -0.480265E-07   0.128670E-08
  1965   0.219787E+03  -0.197074E+02   0.336053E-06  -0.197074E+02   0.113043E+02  -0.418818E-07   0.336053E-06  -0.418818E-07   0.128481E-08
  1966   0.219949E+03  -0.198372E+02   0.186158E-06  -0.198372E+02   0.112515E+02  -0.357536E-07   0.186158E-06  -0.357536E-07   0.128293E-08
  1967   0.220118E+03  -0.199633E+02   0.364253E-07  -0.199633E+02   0.111976E+02  -0.296524E-07   0.364253E-07  -0.296524E-07   0.128105E-08
  1968   0.220295E+03  -0.200857E+02  -0.112928E-06  -0.200857E+02   0.111429E+02  -0.235885E-07  -0.112928E-06  -0.235885E-07   0.127917E-08
  1969   0.220480E+03  -0.202042E+02  -0.261682E-06  -0.202042E+02   0.110871E+02  -0.175722E-07  -0.261682E-06  -0.175722E-07   0.127730E-08
  1970   0.220671E+03  -0.203188E+02  -0.409621E-06  -0.203188E+02   0.110305E+02  -0.116139E-07  -0.409621E-06  -0.116139E-07   0.127542E-08
  1971   0.220869E+03  -0.204295E+02  -0.556526E-06  -0.204295E+02   0.109730E+02  -0.572385E-08  -0.556526E-06  -0.572385E-08   0.127355E-08
  1972   0.221074E+03  -0.205364E+02  -0.702179E-06  -0.205364E+02   0.109147E+02   0.874848E-10  -0.702179E-06   0.874848E-10   0.127169E-08
  1973   0.221285E+03  -0.206392E+02  -0.846361E-06  -0.206392E+02   0.108554E+02   0.580980E-08  -0.846361E-06   0.580980E-08   0.126982E-08
  1974   0.221501E+03  -0.207380E+02  -0.988856E-06  -0.207380E+02   0.107953E+02   0.114327E-07  -0.988856E-06   0.114327E-07   0.126796E-08
  1975   0.221723E+03  -0.208328E+02  -0.112944E-05  -0.208328E+02   0.107344E+02   0.169460E-07  -0.112944E-05   0.169460E-07   0.126610E-08
  1976   0.221951E+03  -0.209235E+02  -0.126791E-05  -0.209235E+02   0.106727E+02   0.223391E-07  -0.126791E-05   0.223391E-07   0.126425E-08
  1977   0.222182E+03  -0.210100E+02  -0.140403E-05  -0.210100E+02   0.106103E+02   0.276018E-07  -0.140403E-05   0.276018E-07   0.126239E-08
  1978   0.222418E+03  -0.210925E+02  -0.153759E-05  -0.210925E+02   0.105470E+02   0.327238E-07  -0.153759E-05   0.327238E-07   0.126054E-08
  1979   0.222658E+03  -0.211707E+02  -0.166838E-05  -0.211707E+02   0.104831E+02   0.376946E-07  -0.166838E-05   0.376946E-07   0.125870E-08
  1980   0.222903E+03  -0.212448E+02  -0.179617E-05  -0.212448E+02   0.104184E+02   0.425039E-07  -0.179617E-05   0.425039E-07   0.125685E-08
  1981   0.223150E+03  -0.213147E+02  -0.192074E-05  -0.213147E+02   0.103532E+02   0.471415E-07  -0.192074E-05   0.471415E-07   0.125501E-08
  1982   0.223402E+03  -0.213804E+02  -0.204189E-05  -0.213804E+02   0.102872E+02   0.515968E-07  -0.204189E-05   0.515968E-07   0.125317E-08
  1983   0.223656E+03  -0.214419E+02  -0.215938E-05  -0.214419E+02   0.102206E+02   0.558596E-07  -0.215938E-05   0.558596E-07   0.125134E-08
  1984   0.223913E+03  -0.214992E+02  -0.227300E-05  -0.214992E+02   0.101534E+02   0.599196E-07  -0.227300E-05   0.599196E-07   0.124951E-08
  1985   0.224172E+03  -0.215522E+02  -0.238254E-05  -0.215522E+02   0.100857E+02   0.637664E-07  -0.238254E-05   0.637664E-07   0.124768E-08
  1986   0.224433E+03  -0.216009E+02  -0.248778E-05  -0.216009E+02   0.100174E+02   0.673895E-07  -0.248778E-05   0.673895E-07   0.124585E-08
  1987   0.224697E+03  -0.216454E+02  -0.258849E-05  -0.216454E+02   0.994858E+01   0.707788E-07  -0.258849E-05   0.707788E-07   0.124403E-08
  1988   0.224961E+03  -0.216856E+02  -0.268447E-05  -0.216856E+02   0.987928E+01   0.739237E-07  -0.268447E-05   0.739237E-07   0.124221E-08
  1989   0.225227E+03  -0.217215E+02  -0.277548E-05  -0.217215E+02   0.980954E+01   0.768141E-07  -0.277548E-05   0.768141E-07   0.124039E-08
  1990   0.225494E+03  -0.217532E+02  -0.286132E-05  -0.217532E+02   0.973927E+01   0.794395E-07  -0.286132E-05   0.794395E-07   0.123858E-08
  1991   0.225762E+03  -0.217805E+02  -0.294177E-05  -0.217805E+02   0.966864E+01   0.817896E-07  -0.294177E-05   0.817896E-07   0.123677E-08
  1992   0.226029E+03  -0.218035E+02  -0.301660E-05  -0.218035E+02   0.959756E+01   0.838539E-07  -0.301660E-05   0.838539E-07   0.123496E-08
  1993   0.226296E+03  -0.218223E+02  -0.308561E-05  -0.218223E+02   0.952610E+01   0.856223E-07  -0.308561E-05   0.856223E-07   0.123316E-08
  1994   0.226564E+03  -0.218367E+02  -0.314856E-05  -0.218367E+02   0.945435E+01   0.870843E-07  -0.314856E-05   0.870843E-07   0.123136E-08
  1995   0.226830E+03  -0.218468E+02  -0.320525E-05  -0.218468E+02   0.938223E+01   0.882296E-07  -0.320525E-05   0.882296E-07   0.122956E-08
  1996   0.227095E+03  -0.218526E+02  -0.325546E-05  -0.218526E+02   0.930973E+01   0.890478E-07  -0.325546E-05   0.890478E-07   0.122777E-08
  1997   0.227360E+03  -0.218541E+02  -0.329897E-05  -0.218541E+02   0.923701E+01   0.895286E-07  -0.329897E-05   0.895286E-07   0.122598E-08
  1998   0.227621E+03  -0.218514E+02  -0.333555E-05  -0.218514E+02   0.916407E+01   0.896616E-07  -0.333555E-05   0.896616E-07   0.122419E-08
  1999   0.227883E+03  -0.218444E+02  -0.336500E-05  -0.218444E+02   0.909083E+01   0.894365E-07  -0.336500E-05   0.894365E-07   0.122240E-08
  2000   0.228140E+03  -0.218331E+02  -0.338709E-05  -0.218331E+02   0.901737E+01   0.888430E-07  -0.338709E-05   0.888430E-07   0.122062E-08
  2001   0.228397E+03  -0.218175E+02  -0.340169E-05  -0.218175E+02   0.894376E+01   0.878751E-07  -0.340169E-05   0.878751E-07   0.121885E-08
  2002   0.228650E+03  -0.217977E+02  -0.340898E-05  -0.217977E+02   0.887000E+01   0.865451E-07  -0.340898E-05   0.865451E-07   0.121707E-08
  2003   0.228900E+03  -0.217737E+02  -0.340923E-05  -0.217737E+02   0.879608E+01   0.848698E-07  -0.340923E-05   0.848698E-07   0.121530E-08
  2004   0.229147E+03  -0.217455E+02  -0.340270E-05  -0.217455E+02   0.872203E+01   0.828657E-07  -0.340270E-05   0.828657E-07   0.121354E-08
  2005   0.229391E+03  -0.217131E+02  -0.338966E-05  -0.217131E+02   0.864797E+01   0.805497E-07  -0.338966E-05   0.805497E-07   0.121177E-08
  2006   0.229631E+03  -0.216766E+02  -0.337037E-05  -0.216766E+02   0.857376E+01   0.779385E-07  -0.337037E-05   0.779385E-07   0.121001E-08
  2007   0.229867E+03  -0.216359E+02  -0.334510E-05  -0.216359E+02   0.849955E+01   0.750487E-07  -0.334510E-05   0.750487E-07   0.120826E-08
  2008   0.230098E+03  -0.215911E+02  -0.331412E-05  -0.215911E+02   0.842534E+01   0.718971E-07  -0.331412E-05   0.718971E-07   0.120650E-08
  2009   0.230326E+03  -0.215423E+02  -0.327769E-05  -0.215423E+02   0.835113E+01   0.685005E-07  -0.327769E-05   0.685005E-07   0.120475E-08
  2010   0.230548E+03  -0.214893E+02  -0.323607E-05  -0.214893E+02   0.827699E+01   0.648754E-07  -0.323607E-05   0.648754E-07   0.120301E-08
  2011   0.230766E+03  -0.214323E+02  -0.318954E-05  -0.214323E+02   0.820286E+01   0.610387E-07  -0.318954E-05   0.610387E-07   0.120126E-08
  2012   0.230978E+03  -0.213713E+02  -0.313835E-05  -0.213713E+02   0.812879E+01   0.570070E-07  -0.313835E-05   0.570070E-07   0.119952E-08
  2013   0.231185E+03  -0.213062E+02  -0.308278E-05  -0.213062E+02   0.805481E+01   0.527971E-07  -0.308278E-05   0.527971E-07   0.119778E-08
  2014   0.231386E+03  -0.212372E+02  -0.302308E-05  -0.212372E+02   0.798097E+01   0.484256E-07  -0.302308E-05   0.484256E-07   0.119605E-08
  2015   0.231582E+03  -0.211643E+02  -0.295953E-05  -0.211643E+02   0.790727E+01   0.439094E-07  -0.295953E-05   0.439094E-07   0.119432E-08
  2016   0.231770E+03  -0.210876E+02  -0.289239E-05  -0.210876E+02   0.783381E+01   0.392650E-07  -0.289239E-05   0.392650E-07   0.119259E-08
  2017   0.231954E+03  -0.210070E+02  -0.282192E-05  -0.210070E+02   0.776048E+01   0.345093E-07  -0.282192E-05   0.345093E-07   0.119086E-08
  2018   0.232130E+03  -0.209227E+02  -0.274840E-05  -0.209227E+02   0.768739E+01   0.296589E-07  -0.274840E-05   0.296589E-07   0.118914E-08
  2019   0.232301E+03  -0.208347E+02  -0.267207E-05  -0.208347E+02   0.761458E+01   0.247306E-07  -0.267207E-05   0.247306E-07   0.118742E-08
  2020   0.232464E+03  -0.207430E+02  -0.259322E-05  -0.207430E+02   0.754201E+01   0.197410E-07  -0.259322E-05   0.197410E-07   0.118571E-08
  2021   0.232620E+03  -0.206477E+02  -0.251211E-05  -0.206477E+02   0.746980E+01   0.147070E-07  -0.251211E-05   0.147070E-07   0.118399E-08
  2022   0.232770E+03  -0.205488E+02  -0.242900E-05  -0.205488E+02   0.739784E+01   0.964509E-08  -0.242900E-05   0.964509E-08   0.118228E-08
  2023   0.232912E+03  -0.204464E+02  -0.234416E-05  -0.204464E+02   0.732626E+01   0.457212E-08  -0.234416E-05   0.457212E-08   0.118058E-08
  2024   0.233047E+03  -0.203404E+02  -0.225785E-05  -0.203404E+02   0.725505E+01  -0.495211E-09  -0.225785E-05  -0.495211E-09   0.117887E-08
  2025   0.233174E+03  -0.202310E+02  -0.217034E-05  -0.202310E+02   0.718422E+01  -0.554020E-08  -0.217034E-05  -0.554020E-08   0.117717E-08
  2026   0.233293E+03  -0.201183E+02  -0.208190E-05  -0.201183E+02   0.711379E+01  -0.105461E-07  -0.208190E-05  -0.105461E-07   0.117547E-08
  2027   0.233404E+03  -0.200021E+02  -0.199279E-05  -0.200021E+02   0.704379E+01  -0.154963E-07  -0.199279E-05  -0.154963E-07   0.117378E-08
  2028   0.233507E+03  -0.198826E+02  -0.190327E-05  -0.198826E+02   0.697423E+01  -0.203740E-07  -0.190327E-05  -0.203740E-07   0.117208E-08
  2029   0.233601E+03  -0.197599E+02  -0.181361E-05  -0.197599E+02   0.690513E+01  -0.251624E-07  -0.181361E-05  -0.251624E-07   0.117039E-08
  2030   0.233686E+03  -0.196340E+02  -0.172408E-05  -0.196340E+02   0.683653E+01  -0.298450E-07  -0.172408E-05  -0.298450E-07   0.116870E-08
  2031   0.233763E+03  -0.195049E+02  -0.163495E-05  -0.195049E+02   0.676843E+01  -0.344049E-07  -0.163495E-05  -0.344049E-07   0.116702E-08
  2032   0.233832E+03  -0.193728E+02  -0.154647E-05  -0.193728E+02   0.670086E+01  -0.388254E-07  -0.154647E-05  -0.388254E-07   0.116534E-08
  2033   0.233890E+03  -0.192376E+02  -0.145891E-05  -0.192376E+02   0.663384E+01  -0.430899E-07  -0.145891E-05  -0.430899E-07   0.116366E-08
  2034   0.233940E+03  -0.190995E+02  -0.137255E-05  -0.190995E+02   0.656740E+01  -0.471816E-07  -0.137255E-05  -0.471816E-07   0.116198E-08
  2035   0.233981E+03  -0.189585E+02  -0.128764E-05  -0.189585E+02   0.650154E+01  -0.510838E-07  -0.128764E-05  -0.510838E-07   0.116031E-08
  2036   0.234012E+03  -0.188146E+02  -0.120445E-05  -0.188146E+02   0.643630E+01  -0.547799E-07  -0.120445E-05  -0.547799E-07   0.115863E-08
  2037   0.234034E+03  -0.186679E+02  -0.112324E-05  -0.186679E+02   0.637166E+01  -0.582529E-07  -0.112324E-05  -0.582529E-07   0.115696E-08
  2038   0.234046E+03  -0.185185E+02  -0.104429E-05  -0.185185E+02   0.630768E+01  -0.614864E-07  -0.104429E-05  -0.614864E-07   0.115530E-08
  2039   0.234048E+03  -0.183664E+02  -0.967849E-06  -0.183664E+02   0.624434E+01  -0.644635E-07  -0.967849E-06  -0.644635E-07   0.115363E-08
  2040   0.234040E+03  -0.182117E+02  -0.894194E-06  -0.182117E+02   0.618169E+01  -0.671675E-07  -0.894194E-06  -0.671675E-07   0.115197E-08
  2041   0.234021E+03  -0.180545E+02  -0.823587E-06  -0.180545E+02   0.611971E+01  -0.695817E-07  -0.823587E-06  -0.695817E-07   0.115031E-08
  2042   0.233992E+03  -0.178947E+02  -0.756293E-06  -0.178947E+02   0.605844E+01  -0.716894E-07  -0.756293E-06  -0.716894E-07   0.114866E-08
  2043   0.233954E+03  -0.177325E+02  -0.692579E-06  -0.177325E+02   0.599790E+01  -0.734739E-07  -0.692579E-06  -0.734739E-07   0.114700E-08
  2044   0.233904E+03  -0.175680E+02  -0.632709E-06  -0.175680E+02   0.593811E+01  -0.749185E-07  -0.632709E-06  -0.749185E-07   0.114535E-08
  2045   0.233845E+03  -0.174012E+02  -0.576949E-06  -0.174012E+02   0.587907E+01  -0.760065E-07  -0.576949E-06  -0.760065E-07   0.114370E-08
  2046   0.233774E+03  -0.172321E+02  -0.525565E-06  -0.172321E+02   0.582080E+01  -0.767210E-07  -0.525565E-06  -0.767210E-07   0.114205E-08
  2047   0.233693E+03  -0.170609E+02  -0.478822E-06  -0.170609E+02   0.576332E+01  -0.770455E-07  -0.478822E-06  -0.770455E-07   0.114041E-08
  2048   0.233601E+03  -0.168877E+02  -0.436986E-06  -0.168877E+02   0.570666E+01  -0.769632E-07  -0.436986E-06  -0.769632E-07   0.113877E-08
  2049   0.233499E+03  -0.167125E+02  -0.400321E-06  -0.167125E+02   0.565081E+01  -0.764574E-07  -0.400321E-06  -0.764574E-07   0.113713E-08
  2050   0.233387E+03  -0.165354E+02  -0.369095E-06  -0.165354E+02   0.559581E+01  -0.755114E-07  -0.369095E-06  -0.755114E-07   0.113549E-08
  2051   0.233263E+03  -0.163564E+02  -0.343494E-06  -0.163564E+02   0.554164E+01  -0.741143E-07  -0.343494E-06  -0.741143E-07   0.113385E-08
  2052   0.233128E+03  -0.161756E+02  -0.323390E-06  -0.161756E+02   0.548833E+01  -0.722792E-07  -0.323390E-06  -0.722792E-07   0.113222E-08
