#    L    TT             EE             BB             TE             PP             TP             EP          
   804   0.252953E+04   0.142796E+02   0.000000E+00  -0.856517E+02   0.887161E-08   0.109238E-04  -0.498928E-06
   805   0.253220E+04   0.141042E+02   0.000000E+00  -0.839395E+02   0.885286E-08   0.108969E-04  -0.488899E-06
   806   0.253469E+04   0.139339E+02   0.000000E+00  -0.822112E+02   0.883417E-08   0.108695E-04  -0.478859E-06
   807   0.253700E+04   0.137688E+02   0.000000E+00  -0.804652E+02   0.881554E-08   0.108416E-04  -0.468807E-06
   808   0.253912E+04   0.136090E+02   0.000000E+00  -0.787044E+02   0.879697E-08   0.108133E-04  -0.458744E-06
   809   0.254105E+04   0.134546E+02   0.000000E+00  -0.769281E+02   0.877846E-08   0.107846E-04  -0.448672E-06
   810   0.254279E+04   0.133058E+02   0.000000E+00  -0.751370E+02   0.876002E-08   0.107554E-04  -0.438590E-06
   811   0.254433E+04   0.131625E+02   0.000000E+00  -0.733327E+02   0.874163E-08   0.107258E-04  -0.428501E-06
   812   0.254568E+04   0.130247E+02   0.000000E+00  -0.715158E+02   0.872330E-08   0.106958E-04  -0.418404E-06
   813   0.254684E+04   0.128926E+02   0.000000E+00  -0.696872E+02   0.870503E-08   0.106653E-04  -0.408301E-06
   814   0.254782E+04   0.127661E+02   0.000000E+00  -0.678479E+02   0.868681E-08   0.106345E-04  -0.398192E-06
   815   0.254861E+04   0.126452E+02   0.000000E+00  -0.659986E+02   0.866866E-08   0.106032E-04  -0.388078E-06
   816   0.254922E+04   0.125301E+02   0.000000E+00  -0.641402E+02   0.865055E-08   0.105716E-04  -0.377960E-06
   817   0.254964E+04   0.124209E+02   0.000000E+00  -0.622733E+02   0.863251E-08   0.105395E-04  -0.367839E-06
   818   0.254986E+04   0.123175E+02   0.000000E+00  -0.603979E+02   0.861452E-08   0.105070E-04  -0.357715E-06
   819   0.254988E+04   0.122199E+02   0.000000E+00  -0.585146E+02   0.859659E-08   0.104742E-04  -0.347590E-06
   820   0.254969E+04   0.121285E+02   0.000000E+00  -0.566237E+02   0.857870E-08   0.104410E-04  -0.337465E-06
   821   0.254927E+04   0.120431E+02   0.000000E+00  -0.547255E+02   0.856088E-08   0.104074E-04  -0.327339E-06
   822   0.254863E+04   0.119638E+02   0.000000E+00  -0.528204E+02   0.854310E-08   0.103734E-04  -0.317214E-06
   823   0.254776E+04   0.118907E+02   0.000000E+00  -0.509088E+02   0.852538E-08   0.103390E-04  -0.307091E-06
   824   0.254667E+04   0.118239E+02   0.000000E+00  -0.489917E+02   0.850771E-08   0.103043E-04  -0.296970E-06
   825   0.254535E+04   0.117633E+02   0.000000E+00  -0.470703E+02   0.849010E-08   0.102693E-04  -0.286853E-06
   826   0.254381E+04   0.117090E+02   0.000000E+00  -0.451457E+02   0.847253E-08   0.102339E-04  -0.276740E-06
   827   0.254205E+04   0.116609E+02   0.000000E+00  -0.432191E+02   0.845501E-08   0.101981E-04  -0.266631E-06
   828   0.254007E+04   0.116191E+02   0.000000E+00  -0.412915E+02   0.843755E-08   0.101620E-04  -0.256529E-06
   829   0.253788E+04   0.115837E+02   0.000000E+00  -0.393640E+02   0.842013E-08   0.101255E-04  -0.246433E-06
   830   0.253549E+04   0.115547E+02   0.000000E+00  -0.374379E+02   0.840277E-08   0.100887E-04  -0.236345E-06
   831   0.253289E+04   0.115319E+02   0.000000E+00  -0.355132E+02   0.838545E-08   0.100516E-04  -0.226265E-06
   832   0.253007E+04   0.115156E+02   0.000000E+00  -0.335907E+02   0.836818E-08   0.100142E-04  -0.216194E-06
   833   0.252702E+04   0.115057E+02   0.000000E+00  -0.316703E+02   0.835095E-08   0.997644E-05  -0.206132E-06
   834   0.252375E+04   0.115023E+02   0.000000E+00  -0.297526E+02   0.833378E-08   0.993838E-05  -0.196082E-06
   835   0.252024E+04   0.115054E+02   0.000000E+00  -0.278378E+02   0.831665E-08   0.990000E-05  -0.186043E-06
   836   0.251649E+04   0.115149E+02   0.000000E+00  -0.259262E+02   0.829956E-08   0.986132E-05  -0.176016E-06
   837   0.251249E+04   0.115311E+02   0.000000E+00  -0.240183E+02   0.828252E-08   0.982234E-05  -0.166003E-06
   838   0.250825E+04   0.115537E+02   0.000000E+00  -0.221149E+02   0.826553E-08   0.978307E-05  -0.156003E-06
   839   0.250377E+04   0.115828E+02   0.000000E+00  -0.202170E+02   0.824858E-08   0.974351E-05  -0.146019E-06
   840   0.249905E+04   0.116184E+02   0.000000E+00  -0.183255E+02   0.823167E-08   0.970367E-05  -0.136050E-06
   841   0.249410E+04   0.116604E+02   0.000000E+00  -0.164415E+02   0.821481E-08   0.966355E-05  -0.126097E-06
   842   0.248893E+04   0.117088E+02   0.000000E+00  -0.145658E+02   0.819799E-08   0.962315E-05  -0.116162E-06
   843   0.248352E+04   0.117634E+02   0.000000E+00  -0.126994E+02   0.818121E-08   0.958248E-05  -0.106244E-06
   844   0.247790E+04   0.118243E+02   0.000000E+00  -0.108433E+02   0.816447E-08   0.954155E-05  -0.963460E-07
   845   0.247205E+04   0.118916E+02   0.000000E+00  -0.899790E+01   0.814777E-08   0.950036E-05  -0.864673E-07
   846   0.246598E+04   0.119651E+02   0.000000E+00  -0.716396E+01   0.813112E-08   0.945892E-05  -0.766092E-07
   847   0.245967E+04   0.120450E+02   0.000000E+00  -0.534189E+01   0.811450E-08   0.941723E-05  -0.667723E-07
   848   0.245313E+04   0.121313E+02   0.000000E+00  -0.353226E+01   0.809792E-08   0.937529E-05  -0.569577E-07
   849   0.244635E+04   0.122239E+02   0.000000E+00  -0.173560E+01   0.808139E-08   0.933312E-05  -0.471660E-07
   850   0.243931E+04   0.123229E+02   0.000000E+00   0.475533E-01   0.806489E-08   0.929071E-05  -0.373981E-07
   851   0.243204E+04   0.124284E+02   0.000000E+00   0.181667E+01   0.804843E-08   0.924806E-05  -0.276549E-07
   852   0.242453E+04   0.125402E+02   0.000000E+00   0.357122E+01   0.803200E-08   0.920520E-05  -0.179373E-07
   853   0.241679E+04   0.126581E+02   0.000000E+00   0.531071E+01   0.801562E-08   0.916211E-05  -0.824638E-08
   854   0.240881E+04   0.127822E+02   0.000000E+00   0.703461E+01   0.799927E-08   0.911879E-05   0.141689E-08
   855   0.240063E+04   0.129122E+02   0.000000E+00   0.874241E+01   0.798296E-08   0.907526E-05   0.110515E-07
   856   0.239223E+04   0.130483E+02   0.000000E+00   0.104336E+02   0.796669E-08   0.903151E-05   0.206564E-07
   857   0.238363E+04   0.131900E+02   0.000000E+00   0.121077E+02   0.795045E-08   0.898755E-05   0.302306E-07
   858   0.237483E+04   0.133375E+02   0.000000E+00   0.137642E+02   0.793426E-08   0.894337E-05   0.397731E-07
   859   0.236585E+04   0.134907E+02   0.000000E+00   0.154020E+02   0.791810E-08   0.889899E-05   0.492829E-07
   860   0.235667E+04   0.136496E+02   0.000000E+00   0.170206E+02   0.790198E-08   0.885439E-05   0.587589E-07
   861   0.234732E+04   0.138141E+02   0.000000E+00   0.186189E+02   0.788590E-08   0.880960E-05   0.682002E-07
   862   0.233777E+04   0.139843E+02   0.000000E+00   0.201960E+02   0.786986E-08   0.876460E-05   0.776058E-07
   863   0.232806E+04   0.141601E+02   0.000000E+00   0.217512E+02   0.785385E-08   0.871940E-05   0.869745E-07
   864   0.231817E+04   0.143415E+02   0.000000E+00   0.232835E+02   0.783789E-08   0.867401E-05   0.963054E-07
   865   0.230811E+04   0.145285E+02   0.000000E+00   0.247922E+02   0.782196E-08   0.862842E-05   0.105598E-06
   866   0.229789E+04   0.147209E+02   0.000000E+00   0.262769E+02   0.780607E-08   0.858264E-05   0.114850E-06
   867   0.228750E+04   0.149188E+02   0.000000E+00   0.277376E+02   0.779022E-08   0.853667E-05   0.124061E-06
   868   0.227695E+04   0.151220E+02   0.000000E+00   0.291740E+02   0.777441E-08   0.849051E-05   0.133231E-06
   869   0.226625E+04   0.153304E+02   0.000000E+00   0.305860E+02   0.775863E-08   0.844417E-05   0.142358E-06
   870   0.225540E+04   0.155439E+02   0.000000E+00   0.319734E+02   0.774290E-08   0.839764E-05   0.151441E-06
   871   0.224439E+04   0.157625E+02   0.000000E+00   0.333360E+02   0.772721E-08   0.835094E-05   0.160479E-06
   872   0.223325E+04   0.159859E+02   0.000000E+00   0.346736E+02   0.771155E-08   0.830406E-05   0.169471E-06
   873   0.222197E+04   0.162141E+02   0.000000E+00   0.359857E+02   0.769593E-08   0.825700E-05   0.178416E-06
   874   0.221056E+04   0.164471E+02   0.000000E+00   0.372718E+02   0.768035E-08   0.820977E-05   0.187313E-06
   875   0.219902E+04   0.166847E+02   0.000000E+00   0.385312E+02   0.766481E-08   0.816238E-05   0.196162E-06
   876   0.218737E+04   0.169267E+02   0.000000E+00   0.397635E+02   0.764931E-08   0.811481E-05   0.204960E-06
   877   0.217560E+04   0.171730E+02   0.000000E+00   0.409679E+02   0.763385E-08   0.806708E-05   0.213708E-06
   878   0.216375E+04   0.174236E+02   0.000000E+00   0.421440E+02   0.761843E-08   0.801919E-05   0.222403E-06
   879   0.215179E+04   0.176783E+02   0.000000E+00   0.432912E+02   0.760305E-08   0.797114E-05   0.231045E-06
   880   0.213974E+04   0.179370E+02   0.000000E+00   0.444090E+02   0.758770E-08   0.792293E-05   0.239634E-06
   881   0.212761E+04   0.181997E+02   0.000000E+00   0.454970E+02   0.757240E-08   0.787457E-05   0.248167E-06
   882   0.211540E+04   0.184663E+02   0.000000E+00   0.465545E+02   0.755713E-08   0.782605E-05   0.256645E-06
   883   0.210311E+04   0.187366E+02   0.000000E+00   0.475812E+02   0.754191E-08   0.777739E-05   0.265065E-06
   884   0.209074E+04   0.190107E+02   0.000000E+00   0.485765E+02   0.752672E-08   0.772858E-05   0.273428E-06
   885   0.207831E+04   0.192885E+02   0.000000E+00   0.495399E+02   0.751157E-08   0.767962E-05   0.281731E-06
   886   0.206580E+04   0.195697E+02   0.000000E+00   0.504709E+02   0.749647E-08   0.763052E-05   0.289974E-06
   887   0.205324E+04   0.198545E+02   0.000000E+00   0.513696E+02   0.748140E-08   0.758128E-05   0.298156E-06
   888   0.204062E+04   0.201426E+02   0.000000E+00   0.522357E+02   0.746637E-08   0.753191E-05   0.306276E-06
   889   0.202794E+04   0.204338E+02   0.000000E+00   0.530693E+02   0.745138E-08   0.748240E-05   0.314333E-06
   890   0.201523E+04   0.207281E+02   0.000000E+00   0.538703E+02   0.743643E-08   0.743275E-05   0.322326E-06
   891   0.200247E+04   0.210254E+02   0.000000E+00   0.546387E+02   0.742152E-08   0.738298E-05   0.330253E-06
   892   0.198968E+04   0.213255E+02   0.000000E+00   0.553743E+02   0.740665E-08   0.733308E-05   0.338115E-06
   893   0.197685E+04   0.216284E+02   0.000000E+00   0.560771E+02   0.739183E-08   0.728306E-05   0.345909E-06
   894   0.196402E+04   0.219337E+02   0.000000E+00   0.567470E+02   0.737703E-08   0.723291E-05   0.353635E-06
   895   0.195115E+04   0.222415E+02   0.000000E+00   0.573837E+02   0.736229E-08   0.718264E-05   0.361292E-06
   896   0.193828E+04   0.225516E+02   0.000000E+00   0.579873E+02   0.734758E-08   0.713226E-05   0.368878E-06
   897   0.192541E+04   0.228638E+02   0.000000E+00   0.585575E+02   0.733291E-08   0.708176E-05   0.376394E-06
   898   0.191253E+04   0.231780E+02   0.000000E+00   0.590942E+02   0.731828E-08   0.703114E-05   0.383837E-06
   899   0.189966E+04   0.234941E+02   0.000000E+00   0.595973E+02   0.730369E-08   0.698042E-05   0.391207E-06
   900   0.188681E+04   0.238119E+02   0.000000E+00   0.600666E+02   0.728914E-08   0.692960E-05   0.398503E-06
   901   0.187396E+04   0.241311E+02   0.000000E+00   0.605019E+02   0.727463E-08   0.687866E-05   0.405723E-06
   902   0.186115E+04   0.244519E+02   0.000000E+00   0.609032E+02   0.726016E-08   0.682763E-05   0.412868E-06
   903   0.184836E+04   0.247740E+02   0.000000E+00   0.612704E+02   0.724574E-08   0.677650E-05   0.419936E-06
   904   0.183559E+04   0.250973E+02   0.000000E+00   0.616033E+02   0.723134E-08   0.672529E-05   0.426928E-06
   905   0.182286E+04   0.254217E+02   0.000000E+00   0.619019E+02   0.721700E-08   0.667400E-05   0.433843E-06
   906   0.181015E+04   0.257470E+02   0.000000E+00   0.621660E+02   0.720268E-08   0.662263E-05   0.440681E-06
   907   0.179749E+04   0.260731E+02   0.000000E+00   0.623955E+02   0.718841E-08   0.657119E-05   0.447440E-06
   908   0.178487E+04   0.263999E+02   0.000000E+00   0.625906E+02   0.717418E-08   0.651969E-05   0.454122E-06
   909   0.177228E+04   0.267274E+02   0.000000E+00   0.627512E+02   0.715998E-08   0.646812E-05   0.460724E-06
   910   0.175974E+04   0.270553E+02   0.000000E+00   0.628773E+02   0.714582E-08   0.641651E-05   0.467247E-06
   911   0.174724E+04   0.273835E+02   0.000000E+00   0.629692E+02   0.713170E-08   0.636485E-05   0.473691E-06
   912   0.173480E+04   0.277119E+02   0.000000E+00   0.630268E+02   0.711761E-08   0.631315E-05   0.480054E-06
   913   0.172241E+04   0.280405E+02   0.000000E+00   0.630502E+02   0.710356E-08   0.626142E-05   0.486337E-06
   914   0.171007E+04   0.283690E+02   0.000000E+00   0.630395E+02   0.708955E-08   0.620966E-05   0.492539E-06
   915   0.169778E+04   0.286973E+02   0.000000E+00   0.629948E+02   0.707557E-08   0.615787E-05   0.498660E-06
   916   0.168555E+04   0.290254E+02   0.000000E+00   0.629162E+02   0.706163E-08   0.610607E-05   0.504699E-06
   917   0.167337E+04   0.293530E+02   0.000000E+00   0.628037E+02   0.704772E-08   0.605426E-05   0.510655E-06
   918   0.166125E+04   0.296801E+02   0.000000E+00   0.626577E+02   0.703385E-08   0.600244E-05   0.516528E-06
   919   0.164920E+04   0.300064E+02   0.000000E+00   0.624781E+02   0.702002E-08   0.595062E-05   0.522319E-06
   920   0.163722E+04   0.303319E+02   0.000000E+00   0.622652E+02   0.700622E-08   0.589882E-05   0.528026E-06
   921   0.162529E+04   0.306564E+02   0.000000E+00   0.620189E+02   0.699245E-08   0.584702E-05   0.533649E-06
   922   0.161343E+04   0.309798E+02   0.000000E+00   0.617399E+02   0.697871E-08   0.579524E-05   0.539187E-06
   923   0.160165E+04   0.313019E+02   0.000000E+00   0.614281E+02   0.696501E-08   0.574349E-05   0.544640E-06
   924   0.158994E+04   0.316228E+02   0.000000E+00   0.610841E+02   0.695135E-08   0.569176E-05   0.550008E-06
   925   0.157830E+04   0.319420E+02   0.000000E+00   0.607081E+02   0.693771E-08   0.564007E-05   0.555290E-06
   926   0.156674E+04   0.322597E+02   0.000000E+00   0.603007E+02   0.692411E-08   0.558843E-05   0.560486E-06
   927   0.155526E+04   0.325757E+02   0.000000E+00   0.598619E+02   0.691054E-08   0.553683E-05   0.565595E-06
   928   0.154387E+04   0.328898E+02   0.000000E+00   0.593922E+02   0.689700E-08   0.548529E-05   0.570617E-06
   929   0.153256E+04   0.332019E+02   0.000000E+00   0.588918E+02   0.688350E-08   0.543380E-05   0.575552E-06
   930   0.152134E+04   0.335119E+02   0.000000E+00   0.583611E+02   0.687002E-08   0.538238E-05   0.580399E-06
   931   0.151020E+04   0.338196E+02   0.000000E+00   0.578003E+02   0.685658E-08   0.533104E-05   0.585157E-06
   932   0.149916E+04   0.341250E+02   0.000000E+00   0.572096E+02   0.684316E-08   0.527977E-05   0.589826E-06
   933   0.148821E+04   0.344279E+02   0.000000E+00   0.565894E+02   0.682978E-08   0.522858E-05   0.594406E-06
   934   0.147736E+04   0.347280E+02   0.000000E+00   0.559399E+02   0.681643E-08   0.517748E-05   0.598896E-06
   935   0.146659E+04   0.350254E+02   0.000000E+00   0.552615E+02   0.680310E-08   0.512648E-05   0.603296E-06
   936   0.145592E+04   0.353199E+02   0.000000E+00   0.545543E+02   0.678981E-08   0.507558E-05   0.607605E-06
   937   0.144535E+04   0.356113E+02   0.000000E+00   0.538190E+02   0.677655E-08   0.502478E-05   0.611823E-06
   938   0.143488E+04   0.358996E+02   0.000000E+00   0.530557E+02   0.676331E-08   0.497410E-05   0.615950E-06
   939   0.142451E+04   0.361847E+02   0.000000E+00   0.522650E+02   0.675010E-08   0.492354E-05   0.619985E-06
   940   0.141424E+04   0.364663E+02   0.000000E+00   0.514472E+02   0.673692E-08   0.487310E-05   0.623927E-06
   941   0.140408E+04   0.367444E+02   0.000000E+00   0.506026E+02   0.672377E-08   0.482279E-05   0.627776E-06
   942   0.139401E+04   0.370189E+02   0.000000E+00   0.497317E+02   0.671065E-08   0.477262E-05   0.631533E-06
   943   0.138406E+04   0.372896E+02   0.000000E+00   0.488349E+02   0.669755E-08   0.472258E-05   0.635195E-06
   944   0.137421E+04   0.375565E+02   0.000000E+00   0.479127E+02   0.668448E-08   0.467270E-05   0.638764E-06
   945   0.136448E+04   0.378195E+02   0.000000E+00   0.469655E+02   0.667144E-08   0.462297E-05   0.642237E-06
   946   0.135484E+04   0.380785E+02   0.000000E+00   0.459939E+02   0.665842E-08   0.457340E-05   0.645616E-06
   947   0.134533E+04   0.383332E+02   0.000000E+00   0.449983E+02   0.664543E-08   0.452400E-05   0.648899E-06
   948   0.133592E+04   0.385837E+02   0.000000E+00   0.439792E+02   0.663247E-08   0.447476E-05   0.652087E-06
   949   0.132663E+04   0.388300E+02   0.000000E+00   0.429370E+02   0.661953E-08   0.442571E-05   0.655178E-06
   950   0.131745E+04   0.390718E+02   0.000000E+00   0.418724E+02   0.660661E-08   0.437683E-05   0.658172E-06
   951   0.130839E+04   0.393089E+02   0.000000E+00   0.407856E+02   0.659372E-08   0.432815E-05   0.661069E-06
   952   0.129944E+04   0.395415E+02   0.000000E+00   0.396773E+02   0.658086E-08   0.427965E-05   0.663870E-06
   953   0.129061E+04   0.397693E+02   0.000000E+00   0.385477E+02   0.656802E-08   0.423135E-05   0.666576E-06
   954   0.128190E+04   0.399923E+02   0.000000E+00   0.373975E+02   0.655521E-08   0.418324E-05   0.669187E-06
   955   0.127331E+04   0.402103E+02   0.000000E+00   0.362271E+02   0.654242E-08   0.413531E-05   0.671704E-06
   956   0.126485E+04   0.404232E+02   0.000000E+00   0.350370E+02   0.652965E-08   0.408759E-05   0.674129E-06
   957   0.125651E+04   0.406310E+02   0.000000E+00   0.338278E+02   0.651692E-08   0.404005E-05   0.676463E-06
   958   0.124830E+04   0.408337E+02   0.000000E+00   0.326000E+02   0.650420E-08   0.399271E-05   0.678705E-06
   959   0.124022E+04   0.410311E+02   0.000000E+00   0.313545E+02   0.649152E-08   0.394557E-05   0.680858E-06
   960   0.123228E+04   0.412233E+02   0.000000E+00   0.300917E+02   0.647886E-08   0.389862E-05   0.682921E-06
   961   0.122446E+04   0.414101E+02   0.000000E+00   0.288123E+02   0.646622E-08   0.385187E-05   0.684897E-06
   962   0.121679E+04   0.415915E+02   0.000000E+00   0.275170E+02   0.645362E-08   0.380531E-05   0.686785E-06
   963   0.120925E+04   0.417675E+02   0.000000E+00   0.262064E+02   0.644104E-08   0.375896E-05   0.688588E-06
   964   0.120185E+04   0.419379E+02   0.000000E+00   0.248810E+02   0.642848E-08   0.371280E-05   0.690305E-06
   965   0.119459E+04   0.421029E+02   0.000000E+00   0.235413E+02   0.641595E-08   0.366685E-05   0.691937E-06
   966   0.118747E+04   0.422621E+02   0.000000E+00   0.221880E+02   0.640345E-08   0.362109E-05   0.693486E-06
   967   0.118049E+04   0.424156E+02   0.000000E+00   0.208215E+02   0.639098E-08   0.357554E-05   0.694953E-06
   968   0.117366E+04   0.425633E+02   0.000000E+00   0.194425E+02   0.637854E-08   0.353018E-05   0.696338E-06
   969   0.116697E+04   0.427051E+02   0.000000E+00   0.180514E+02   0.636612E-08   0.348504E-05   0.697643E-06
   970   0.116043E+04   0.428409E+02   0.000000E+00   0.166489E+02   0.635373E-08   0.344009E-05   0.698867E-06
   971   0.115403E+04   0.429708E+02   0.000000E+00   0.152355E+02   0.634136E-08   0.339535E-05   0.700013E-06
   972   0.114777E+04   0.430947E+02   0.000000E+00   0.138119E+02   0.632903E-08   0.335082E-05   0.701081E-06
   973   0.114167E+04   0.432125E+02   0.000000E+00   0.123786E+02   0.631672E-08   0.330649E-05   0.702072E-06
   974   0.113572E+04   0.433242E+02   0.000000E+00   0.109363E+02   0.630444E-08   0.326237E-05   0.702986E-06
   975   0.112991E+04   0.434297E+02   0.000000E+00   0.948561E+01   0.629219E-08   0.321846E-05   0.703826E-06
